"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"802708757880786944","https://twitter.com/SBU_Eats/status/802708757880786944","The SAC will be open throughout Thanksgiving break! https://t.co/dv2h5b0FV8","2016-11-27 03:00 +0000","281.0","12.0","0.042704626334519574","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802678554475499520","https://twitter.com/SBU_Eats/status/802678554475499520","Peace out, union! https://t.co/d8d3CbnFVW https://t.co/ahdaJtWVzw","2016-11-27 01:00 +0000","230.0","10.0","0.043478260869565216","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802648393994485763","https://twitter.com/SBU_Eats/status/802648393994485763","Enjoy Thanksgiving with Campus Dining! Click the link to see our hours of operation for the week of Thanksgiving https://t.co/jDqpKB5oUW","2016-11-26 23:01 +0000","216.0","2.0","0.009259259259259259","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802633277668401156","https://twitter.com/SBU_Eats/status/802633277668401156","The SAC is open throughout Thanksgiving break and will be accepting meal swipes! More info here: https://t.co/la7DOTF5KD https://t.co/o8GTCQiMQQ","2016-11-26 22:01 +0000","222.0","2.0","0.009009009009009009","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802603134799331329","https://twitter.com/SBU_Eats/status/802603134799331329","The SAC will be open throughout Thanksgiving break! https://t.co/fPMckuAIGf","2016-11-26 20:01 +0000","254.0","5.0","0.01968503937007874","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802588076526682112","https://twitter.com/SBU_Eats/status/802588076526682112","The Food Show has an awesome video on the opening of East Side Dining! Click the link to check it out! https://t.co/AHWxpXrMGm https://t.co/0LEOu9uMyC","2016-11-26 19:01 +0000","195.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802580391500587008","https://twitter.com/SBU_Eats/status/802580391500587008","More great feedback on East Side! We love it! Read the article here: https://t.co/e0LODGI6VM https://t.co/HBIigAXyby","2016-11-26 18:30 +0000","209.0","17.0","0.08133971291866028","0.0","0.0","0.0","2.0","5.0","0.0","6.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802573047421108225","https://twitter.com/SBU_Eats/status/802573047421108225","The new Bite App is here! Click this link to watch The Seawolves Food Show episode detailing it! https://t.co/Ky2CTn6IP5","2016-11-26 18:01 +0000","181.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802557943065481217","https://twitter.com/SBU_Eats/status/802557943065481217","Enjoy Thanksgiving with Campus Dining! Click the link to see our hours of operation for the week of Thanksgiving https://t.co/jDqpKANO3o","2016-11-26 17:01 +0000","177.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802550250615537664","https://twitter.com/SBU_Eats/status/802550250615537664","The SAC is open throughout Thanksgiving break and will be accepting meal swipes! More info here: https://t.co/la7DOTWH9d https://t.co/rvO8divVMw","2016-11-26 16:31 +0000","186.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
